id,V,A,D,stdV,stdA,stdD,N,text,document,category,subcategory
Nathans_Bylichka_55031_55116,3.0,2.6,3.0,0.0,0.8,0.0,5,there was nepthys on the other side of the pews holding the wooden box in his hand .,Nathans_Bylichka,fiction, 
A_defense_of_Michael_Moore_12034_12044,1.4,4.2,4.0,0.49,0.4,0.63,5,fuck you,A_defense_of_Michael_Moore,essays, 
cable_spool_fort_3911_3970,3.0,3.2,2.8,0.0,0.75,0.4,5,the doctors have put something very special in roy ' s brain .,cable_spool_fort,fiction, 
A_defense_of_Michael_Moore_14275_14300,3.0,3.0,3.0,0.0,0.0,0.0,5,before he came to flint,A_defense_of_Michael_Moore,essays, 
Nathans_Bylichka_28860_28889,3.0,3.0,3.67,0.0,0.0,0.47,3,remember this is your quest .,Nathans_Bylichka,fiction, 
wsj_0120_2632_2681,3.2,2.8,3.0,0.4,0.4,0.0,5,i ' m starting to see more business transactions,wsj_0120,newspaper,wsj
wsj_0167_4_158,2.67,3.0,3.0,0.47,0.0,0.0,3,rms international inc . hasbrouk heights n . j . facing a cash flow squeeze said it is seeking other financing sources and waivers from debenture holders .,wsj_0167,newspaper,wsj
Nathans_Bylichka_47012_47058,3.4,3.6,3.6,0.49,0.49,0.49,5,come on amy i said hell be along soon .,Nathans_Bylichka,fiction, 
114CUL057_1482_1532,3.0,2.5,3.25,0.0,0.87,0.43,4,one of our volunteers will be contacting you soon .,114CUL057,letters,philanthropic-fundraising
Ohio_Steel_17292_17348,3.0,2.5,3.25,0.0,0.5,0.43,4,most people in struthers are either orthodox or baptist .,Ohio_Steel,essays, 
NYTnewswire8_4330_4441,2.6,2.8,3.0,0.49,0.4,0.63,5,except for this small vocal minority we have just not gotten a lot of groundswell against this from members,NYTnewswire8,newspaper,nyt
WhatToHongKong_3539_3554,3.0,2.6,3.0,0.0,0.8,0.0,5,shopping areas .,WhatToHongKong,travel-guides, 
Nathans_Bylichka_13906_13979,3.0,3.0,3.0,0.0,0.0,0.0,5,he was slim almost drawn but he had a kind of . . . luster to him i guess .,Nathans_Bylichka,fiction, 
Black_and_white_5211_5306,3.17,2.83,3.17,0.37,0.9,0.37,6,society turned to minimalism as a way of cleansing life representing modernity .,Black_and_white,essays, 
Black_and_white_19194_19262,3.2,3.0,3.0,0.4,0.0,0.0,5,these non colors allow for the appreciation of color .,Black_and_white,essays, 
Acephalous-Internet_107_317,3.8,3.8,3.4,0.4,0.4,0.49,5,i noted on facebook that from a statistical perspective what makes baseball such an amazing sport is that you can watch it your entire life and still see on a daily basis something youve never seen before .,Acephalous-Internet,blog, 
Madame_White_Snake_3301_3541,3.4,3.4,3.0,0.49,0.49,0.63,5,toyoo her human lover in lust of the white serpant cannot shake the image of her beauty from his mind and dreams of her and finds himself disturbed and agitated by her ethereal beauty .,Madame_White_Snake,essays, 
20000410_nyt-NEW_1337_1373,2.75,3.0,3.25,0.43,0.71,0.43,4,flights are not permitted into iraq .,20000410_nyt-NEW,newspaper,nyt
Bartok_11350_11542,3.0,3.0,3.2,0.0,0.0,0.4,5,rather this motive is a small scale representation of the tonic dominant relationship of tritone partners specifically f and b that is the basis for the harmonic structure of this movement .,Bartok,essays, 
Seedbombing_2628_2661,3.6,3.2,3.6,0.49,0.4,0.49,5,and the last lesson have fun .,Seedbombing,blog, 
Homosexuality_15028_15141,3.0,2.8,3.0,0.0,0.4,0.0,5,its all something you cant help; it all comes to you . . . its internal you cant help it ( woods ) .,Homosexuality,essays, 
NYTnewswire9_4523_4648,3.33,3.0,3.17,0.47,1.0,0.37,6,he was so knowledgeable he just got things done allowing me to concentrate on other matters . i was very lucky to have tom .,NYTnewswire9,newspaper,nyt
Madame_White_Snake_11191_11330,3.0,3.0,3.0,0.0,0.0,0.0,3,janey place women in film noir in women in film noir ed . e . ann kaplan ( london : british film institute 2003 ) 48 .,Madame_White_Snake,essays, 
SemEval_944,2.33,3.33,3.0,0.47,0.47,0.0,3,earthlink ceo dies at age 49,SemEval,SemEval,
WhereToHongKong_34892_35053,3.0,2.67,2.83,0.0,0.75,0.37,6,the islands largest community is tai o . the people of this picturesque village make their living by fishing duck breeding and food processing .,WhereToHongKong,travel-guides, 
Nathans_Bylichka_22348_22407,3.0,2.8,3.0,0.0,0.4,0.0,5,were here for information about a vampire said nepthys .,Nathans_Bylichka,fiction, 
WhereToHongKong_25192_25326,3.0,3.0,3.0,0.0,0.0,0.0,4,ask the tourist authority about its interesting heritage tour from kowloon and other countryside tours ( see page 113 ) .,WhereToHongKong,travel-guides, 
cable_spool_fort_1802_1930,2.6,3.2,2.6,0.49,0.75,0.8,5,they were watching now from well defended spy holes or maybe they were performing secret experiments and swearing bloody oaths .,cable_spool_fort,fiction, 
appalachian1_3512_3655,3.0,3.0,3.0,0.0,0.0,0.0,5,shouldnt you watch hawks and ravens soar below you at amcs lakes of the clouds mountain hut perched 5000 ft . high on mt . washingtons slope ?,appalachian1,letters,solicitation-brochures
20020731-nyt_40175_40250,3.0,2.8,3.0,0.0,0.4,0.0,5,"the case was the subject of joe mcginniss ' best selling book "" blind faith .",20020731-nyt,newspaper,nyt
WhatToHongKong_14040_14094,3.2,2.6,3.2,0.4,0.49,0.4,5,english language films have chinese subtitles .,WhatToHongKong,travel-guides, 
Nathans_Bylichka_25383_25435,2.6,3.4,3.2,0.49,0.8,0.4,5,nepthys didnt need to warn me not to speak to them .,Nathans_Bylichka,fiction, 
SemEval_541,2.6,3.0,3.0,0.49,0.0,0.0,5,at new ozzfest freedom ain ' t free,SemEval,SemEval,
detroit_13745_13773,2.6,3.2,3.0,0.49,0.4,0.0,5,they have the unmidas touch .,detroit,blog, 
Nathans_Bylichka_34177_34186,3.0,2.5,2.5,0.0,0.5,0.5,2,i nodded .,Nathans_Bylichka,fiction, 
captured_moments_30801_30918,3.0,3.2,3.2,0.63,0.4,0.4,5,they both walked up to emil ' s home while i watched the scarlet moonlight ripple on distant waves .,captured_moments,fiction, 
Nathans_Bylichka_1510_1616,3.0,3.2,3.0,0.0,0.4,0.0,5,rachel and i went out to dinner and when we finished she saw that there was a message on her cell phone .,Nathans_Bylichka,fiction, 
Nathans_Bylichka_8795_8822,3.0,3.2,3.0,0.0,0.4,0.0,5,would you like some help ?,Nathans_Bylichka,fiction, 
116CUL034_2865_2973,3.0,3.0,3.0,0.0,0.0,0.0,3,the facilitation of ongoing discussions regarding effective and efficient youth service delivery;,116CUL034,letters,philanthropic-fundraising
aspca1_449_483,2.6,3.4,3.0,0.49,0.49,0.0,5,astro had only a few days to live .,aspca1,letters,solicitation-brochures
wsj_0135_4_145,2.75,3.0,3.0,0.43,0.0,0.0,4,elco industries inc . said it expects net income in the year ending june 30 1990 to fall below a recent analyst ' s estimate of $1 . 65 a share .,wsj_0135,newspaper,wsj
HistoryLasVegas_2295_2396,3.25,3.0,3.25,0.43,0.71,0.43,4,in the early nineteenth century americas western territories were still largely unexplored .,HistoryLasVegas,travel-guides, 
Nathans_Bylichka_42063_42071,3.0,2.8,3.4,0.0,0.98,0.49,5,i asked .,Nathans_Bylichka,fiction, 
Nathans_Bylichka_26161_26167,3.4,3.2,3.2,0.49,0.75,0.4,5,yes,Nathans_Bylichka,fiction, 
The_Black_Willow_7951_8011,2.8,3.0,3.4,0.4,0.0,0.49,5,"perhaps you require a rest from writing "" suggested arthur .",The_Black_Willow,fiction, 
captured_moments_13055_13080,3.0,3.0,3.2,0.0,0.63,0.4,5,occupied the flamingo .,captured_moments,fiction, 
detroit_14435_14605,2.8,3.2,3.4,0.4,0.4,1.02,5,if you ' ve got some fancy new technology at boeing that can do more for people ' s health and happiness ( and for less cost ) than a victory garden can do please let me know .,detroit,blog, 
SemEval_948,3.4,3.4,2.8,0.8,0.49,0.4,5,families celebrate return of sons,SemEval,SemEval,
WhereToHongKong_41985_42101,3.0,3.0,3.0,0.0,0.0,0.0,5,entry procedures are similar to those in hong kong most nationalities need only a passport to enter macau .,WhereToHongKong,travel-guides, 
SemEval_1410,3.2,3.0,3.2,0.4,0.0,0.4,5,reunited police to start world tour in may,SemEval,SemEval,
Homosexuality_2493_2499,3.6,3.8,3.0,0.49,0.4,0.63,5,sex,Homosexuality,essays, 
Seedbombing_5975_6064,2.6,2.8,3.2,0.49,0.75,0.75,5,my discontent is the mother of invention and by invention i mean creative re purposing .,Seedbombing,blog, 
110CYL069_2955_2997,3.25,3.25,3.5,0.43,0.43,0.5,4,these people and their successes are real .,110CYL069,letters,philanthropic-fundraising
SemEval_1303,2.8,2.8,3.0,0.4,0.4,0.0,5,' norbit ' a waste of murphy,SemEval,SemEval,
The_Black_Willow_17946_18187,2.67,3.33,3.0,0.47,0.47,0.0,3,as allan drew closer he distinguished a new cloud a pillar rising directly ahead; a road of smoke ascended in the west its source hidden by the very hillock that concealed his house from the traveler until one had nearly reached its door .,The_Black_Willow,fiction, 
WhatToHongKong_7031_7196,3.0,3.0,3.0,0.0,0.0,0.0,4,two reliable places to start looking in lan kwai fong are photo scientific in the eurasia building and hing lee camera company 25 lyndhurst terrace .,WhatToHongKong,travel-guides, 
Nathans_Bylichka_56759_56816,2.5,3.0,3.0,0.5,1.0,0.0,2,i thought i heard rachels voice blearily calling for me .,Nathans_Bylichka,fiction, 
SemEval_673,3.0,3.0,3.2,0.63,0.63,0.4,5,skip the showers : male sweat turns women on study says,SemEval,SemEval,
116CUL034_4602_4655,3.0,3.0,3.0,0.0,0.0,0.0,5,john t . neighbours philip b . roby president treasurer,116CUL034,letters,philanthropic-fundraising
Tupelo-Honey-Cafe_3029_3124,2.8,3.0,2.6,0.4,0.63,0.49,5,no sooner had i taken the above photo when a server ( not even my server ) appeared at my elbow .,Tupelo-Honey-Cafe,blog, 
wsj_0158_1651_1809,3.0,3.0,3.0,0.0,0.0,0.0,5,in the u . s . over the counter market american depositary shares for reuters each representing three shares in the london market closed unchanged at $43 . 875 .,wsj_0158,newspaper,wsj
wsj_0124_591_690,3.0,3.0,3.0,0.0,0.0,0.0,5,the latest results include some unusual write downs which had an after tax impact of $4 . 9 million .,wsj_0124,newspaper,wsj
audubon2_4027_4059,3.0,2.8,3.2,0.0,0.4,0.4,5,sincerely john flicker,audubon2,letters,solicitation-brochures
hotel-california_25032_25092,2.8,2.8,3.0,0.4,0.4,0.0,5,i kept track for a whilethirty eight daysbut after that . . .,hotel-california,fiction, 
hotel-california_29726_29779,2.8,2.8,2.8,0.4,0.4,0.4,5,medical ai were even more expensive than the barkeep .,hotel-california,fiction, 
hotel-california_21364_21388,3.0,3.0,3.2,0.0,0.0,0.4,5,not that long i said .,hotel-california,fiction, 
Ohio_Steel_18886_19084,2.8,3.2,2.6,0.4,0.4,0.8,5,in this way the people of the mahoning valley missed many opportunities for new industrial or commercial lifeblood because of arbitrary arguments where the goal was simply to protect regional pride .,Ohio_Steel,essays, 
Fermentation_Eminent-Domain_6493_6526,3.2,3.4,2.8,1.17,0.8,0.4,5,thanks tom this law is such bs .,Fermentation_Eminent-Domain,blog, 
Ohio_Steel_8908_8999,2.67,3.0,3.0,0.47,0.0,0.0,3,all these efforts eventually came to nothing and youngstowns steel mills remained closed .,Ohio_Steel,essays, 
captured_moments_14981_15103,3.2,2.8,3.4,0.4,0.4,0.49,5,"search "" emiliano malaquez "" and you ' ll find he ' s a master of the "" captured moment "" school of sculpture .",captured_moments,fiction, 
Fermentation_Eminent-Domain_1101_1310,2.6,2.8,3.2,0.49,0.4,0.4,5,"the problem of course is that by placing the words "" sonoma county "" on a bottle of wine that is made with grapes grown in "" russian river valley "" "" dry creek valley "" "" sonoma valley "" or any other ava in sonoma",Fermentation_Eminent-Domain,blog, 
detroit_7676_7767,3.0,3.0,3.2,0.0,0.0,0.4,5,there ' s a whole street being taken over by artists farnsworth between moran and mcdougall .,detroit,blog, 
Nathans_Bylichka_41958_41998,3.2,3.2,3.4,0.4,0.4,0.8,5,nepthys poured out wine for three of us .,Nathans_Bylichka,fiction, 
wsj_0144_138_316,3.0,3.0,3.0,0.0,0.0,0.0,5,net advanced to $94 . 2 million or 89 cents a share from $85 million or 83 cents a share including net realized investment gains of $31 million up from $10 million a year ago .,wsj_0144,newspaper,wsj
detroit_8212_8376,2.2,3.4,2.2,0.75,0.49,0.75,5,i ' ve lived in the metro area my whole life and there are areas ( i can ' t call them neighborhoods ) down there where i don ' t feel safe in daytime much less at night .,detroit,blog, 
hotel-california_32838_32943,2.0,2.67,2.33,0.0,0.47,0.47,3,i can ' t see the meaning in any of it . all these things i do they ' re just to pass the time until i die .,hotel-california,fiction, 
118CWL049_1161_1255,3.2,3.2,3.0,0.4,0.4,0.0,5,this is positive proof that big sisters one to one mentoring program helps change lives .,118CWL049,letters,philanthropic-fundraising
SemEval_1126,3.0,3.0,3.2,0.0,0.0,0.4,5,opponent is put on the spot over remarks about clinton,SemEval,SemEval,
wsj_0158_1288_1323,3.0,2.8,3.0,0.0,0.4,0.0,5,no change in strategy or profits .,wsj_0158,newspaper,wsj
NWF1_3566_3635,3.0,3.0,3.0,0.0,0.0,0.0,5,as an added welcome gift we will send you an exclusive nwf tote bag .,NWF1,letters,solicitation-brochures
110CYL069_207_260,2.8,2.6,3.2,0.4,0.49,0.4,5,his job objectives call for him to do it in 30 .,110CYL069,letters,philanthropic-fundraising
Uprooted_Farming-on-Sand_2872_2893,3.0,3.0,3.33,0.0,0.0,0.47,3,not a long term plan .,Uprooted_Farming-on-Sand,blog, 
anth_essay_4_390_660,3.0,2.83,3.0,0.0,0.9,0.0,6,this process leads to the development of what can be broadly termed culture : a group of people joined by characteristics traits and beliefs comes to view themselves as sharing a distinct identity discernible from that of those outside them those who do not belong .,anth_essay_4,essays, 
hotel-california_5073_5096,3.33,2.83,2.83,0.47,0.9,0.37,6,destination everywhere .,hotel-california,fiction, 
NYTnewswire8_1526_1684,3.0,2.8,3.2,0.0,0.4,0.4,5,"the apa has spent more than $1 million to help state psychological associations develop and lobby for such prescription privileges or "" rxp "" legislation .",NYTnewswire8,newspaper,nyt
NYTnewswire2_5217_5395,3.0,3.2,3.2,0.0,0.4,0.4,5,in return gailhaguet told the fbi on feb . 23 as the olympics were taking place tokhtakhounov asked for gailhaguet ' s help in renewing his french visa which was about to expire .,NYTnewswire2,newspaper,nyt
captured_moments_27805_27850,2.8,3.0,3.6,0.98,0.0,0.49,5,no more urchins dopers vagrants or whores .,captured_moments,fiction, 
Nathans_Bylichka_30720_30744,2.8,3.0,3.2,0.4,0.0,0.4,5,you could use a drink .,Nathans_Bylichka,fiction, 
SemEval_670,2.8,3.4,2.8,0.75,0.49,0.4,5,republicans plan to block iraq debate,SemEval,SemEval,
SemEval_1213,3.0,3.0,3.0,0.0,0.63,0.0,5,yahoo ' s mission quest,SemEval,SemEval,
SemEval_880,2.6,2.8,3.0,0.49,0.75,0.63,5,kidnappers seize two in nigeria,SemEval,SemEval,
hotel-california_21130_21233,2.67,3.33,2.67,0.47,0.47,0.47,3,more excuses were made and after a few moments only adrienne and i were left sitting in the ballroom .,hotel-california,fiction, 
SemEval_630,2.8,3.0,3.6,0.4,0.63,0.8,5,apple drops bombshell with iphone,SemEval,SemEval,
WhatToHongKong_11283_11365,3.2,3.0,3.0,0.4,0.0,0.0,5,there are still a great many factory outlet stores with reasonable prices .,WhatToHongKong,travel-guides, 
Nathans_Bylichka_13411_13441,3.4,3.4,3.4,0.49,0.49,0.49,5,so whats the cat look like ?,Nathans_Bylichka,fiction, 
IntroDublin_5999_6142,3.5,3.0,3.0,0.5,0.0,0.0,2,phoenix park in the northwest is the largest open space but squares like st . stephens green are the garden oases of the city .,IntroDublin,travel-guides, 
hotel-california_13376_13407,3.2,3.2,3.2,0.4,0.4,0.4,5,fact : some places are timeless .,hotel-california,fiction, 
SemEval_1310,3.0,3.0,3.0,0.0,0.0,0.0,5,hpv vaccination stirs heated debate in america,SemEval,SemEval,
audubon2_2459_2671,3.2,2.8,3.0,0.4,0.4,0.63,5,youll be protecting preserving and promoting americas wetlands endangered species ancient forests our national wildlife refuges the everglades and the platte river our living oceans program and much more .,audubon2,letters,solicitation-brochures
SemEval_1475,3.2,3.0,3.0,0.4,0.63,0.0,5,united hang on to six point lead,SemEval,SemEval,
Ant_Robot_23162_23558,3.0,3.0,3.0,0.0,0.0,0.0,5,common behaviors will include a forward cruise and turning mechanism procedures to determine the orientation towards nest and the distance from the nest when outside in nest navigation an escape function for when objects are detected or bumped into object identification and gripping a generic algorithm for pheromone plume and chemical trail following and the identification of other ants .,Ant_Robot,essays, 
The_Black_Willow_4463_4529,2.0,3.8,2.8,0.89,0.75,0.98,5,he pounded his desk in vain cursing the foul muse that drove him .,The_Black_Willow,fiction, 
captured_moments_35484_35592,2.6,3.6,3.6,0.49,0.8,0.8,5,i demanded squeezing his throat until he began jerking his head madly at the sculpture .,captured_moments,fiction, 
